학제,학교명,지역,설립,재적학생수,재학생수,휴학생수,총장및전임교원수
대학부설대학원,이화여자대학교 통역번역대학원,서울,사립,277 ,234 ,43 ,16 
대학부설대학원,이화여자대학교 임상보건과학대학원,서울,사립,176 ,148 ,28 ,
대학부설대학원,이화여자대학교 공연예술대학원,서울,사립,187 ,137 ,50 ,2 
대학부설대학원,이화여자대학교 임상치의학대학원,서울,사립,77 ,65 ,12 ,
대학부설대학원,이화여자대학교 경영전문대학원,서울,사립,115 ,100 ,15 ,
대학부설대학원,이화여자대학교 법학전문대학원,서울,사립,345 ,325 ,20 ,38 
대학부설대학원,이화여자대학교 사회복지전문대학원,서울,사립,2 ,2 ,,
대학부설대학원,이화여자대학교 의학전문대학원,서울,사립,331 ,322 ,9 ,208 
대학부설대학원,이화여자대학교 외국어교육특수대학원,서울,사립,191 ,150 ,41 ,7 
대학부설대학원,인제대학교 일반대학원,경남,사립,879 ,789 ,90 ,1 
대학부설대학원,인제대학교 경영대학원,경남,사립,38 ,28 ,10 ,
대학부설대학원,인제대학교 교육대학원,경남,사립,309 ,261 ,48 ,
대학부설대학원,인제대학교 보건대학원,부산,사립,145 ,132 ,13 ,3 
대학부설대학원,인제대학교 사회복지대학원,경남,사립,97 ,93 ,4 ,
대학부설대학원,인천가톨릭대학교 일반대학원,인천,사립,23 ,22 ,1 ,9 
대학부설대학원,인천가톨릭대학교대학원,인천,사립,62 ,53 ,9 ,
대학부설대학원,인천가톨릭대학교 특수대학원,인천,사립,,,,
대학부설대학원,인하대학교대학원,인천,사립,2136 ,1926 ,210 ,3 
대학부설대학원,인하대학교경영대학원,인천,사립,190 ,128 ,62 ,
대학부설대학원,인하대학교교육대학원,인천,사립,472 ,431 ,41 ,
대학부설대학원,인하대학교정보통신대학원,인천,사립,,,,
대학부설대학원,인하대학교정책대학원,인천,사립,94 ,87 ,7 ,
대학부설대학원,인하대학교국제통상물류대학원,인천,사립,,,,
대학부설대학원,인하대학교 공학대학원,인천,사립,207 ,107 ,100 ,
대학부설대학원,인하대학교 법학전문대학원,인천,사립,164 ,156 ,8 ,38 
대학부설대학원,인하대학교 의학전문대학원,인천,사립,205 ,204 ,1 ,192 
대학부설대학원,인하대학교 물류전문대학원,인천,사립,175 ,137 ,38 ,
대학부설대학원,장로회신학대학교 일반대학원,서울,사립,337 ,296 ,41 ,
대학부설대학원,장로회신학대학교 교육대학원,서울,사립,97 ,71 ,26 ,
대학부설대학원,장로회신학대학교 교회음악대학원,서울,사립,42 ,35 ,7 ,
대학부설대학원,장로회신학대학교 세계선교대학원,서울,사립,55 ,42 ,13 ,
대학부설대학원,장로회신학대학교 신학대학원,서울,사립,999 ,910 ,89 ,
대학부설대학원,장로회신학대학교 목회전문대학원,서울,사립,239 ,193 ,46 ,14 
대학부설대학원,전주대학교 일반대학원,전북,사립,420 ,358 ,62 ,5 
대학부설대학원,전주대학교 경영대학원,전북,사립,55 ,43 ,12 ,
대학부설대학원,전주대학교 교육대학원,전북,사립,272 ,235 ,37 ,3 
대학부설대학원,전주대학교 선교신학대학원,전북,사립,92 ,81 ,11 ,
대학부설대학원,전주대학교 행정대학원,전북,사립,60 ,51 ,9 ,
대학부설대학원,전주대학교 문화산업대학원,전북,사립,83 ,77 ,6 ,
대학부설대학원,전주대학교 대체의학대학원,전북,사립,31 ,22 ,9 ,
대학부설대학원,전주대학교 상담심리대학원,전북,사립,104 ,95 ,9 ,
대학부설대학원,조선대학교대학원,광주,사립,1329 ,1211 ,118 ,
대학부설대학원,조선대학교경영대학원,광주,사립,66 ,62 ,4 ,
대학부설대학원,조선대학교교육대학원,광주,사립,518 ,432 ,86 ,5 
대학부설대학원,조선대학교디자인대학원,광주,사립,32 ,24 ,8 ,
대학부설대학원,조선대학교 보건대학원,광주,사립,83 ,64 ,19 ,
대학부설대학원,조선대학교산업대학원,광주,사립,,,,
대학부설대학원,조선대학교 임상약학대학원,광주,사립,34 ,22 ,12 ,
대학부설대학원,조선대학교정책대학원,광주,사립,175 ,163 ,12 ,
대학부설대학원,조선대학교 의학전문대학원,광주,사립,525 ,518 ,7 ,
대학부설대학원,조선대학교 치의학전문대학원,광주,사립,328 ,325 ,3 ,
대학부설대학원,조선대학교 산업기술융합대학원,광주,사립,70 ,64 ,6 ,
대학부설대학원,중부대학교일반대학원,충남,사립,149 ,132 ,17 ,
대학부설대학원,중부대학교교육대학원,충남,사립,254 ,249 ,5 ,2 
대학부설대학원,중부대학교원격대학원,충남,사립,952 ,884 ,68 ,
대학부설대학원,중부대학교인문산업대학원,충남,사립,218 ,202 ,16 ,
대학부설대학원,중앙대학교 대학원,서울,사립,3312 ,2871 ,441 ,4 
대학부설대학원,중앙대학교 대학원,경기,사립,,,,
대학부설대학원,중앙대학교 건설대학원,서울,사립,179 ,153 ,26 ,1 
대학부설대학원,중앙대학교 교육대학원,서울,사립,660 ,553 ,107 ,
대학부설대학원,중앙대학교 국제대학원,서울,사립,126 ,100 ,26 ,11 
대학부설대학원,중앙대학교 사회개발대학원,서울,사립,169 ,136 ,33 ,
대학부설대학원,중앙대학교 사회복지대학원,서울,사립,36 ,34 ,2 ,
대학부설대학원,중앙대학교 신문방송대학원,서울,사립,260 ,191 ,69 ,
대학부설대학원,중앙대학교 예술대학원,서울,사립,383 ,301 ,82 ,6 
대학부설대학원,중앙대학교 정보대학원,서울,사립,,,,
대학부설대학원,중앙대학교 행정대학원,서울,사립,137 ,113 ,24 ,
대학부설대학원,중앙대학교 의약식품대학원,서울,사립,137 ,108 ,29 ,
대학부설대학원,중앙대학교 첨단영상대학원,서울,사립,279 ,206 ,73 ,14 
대학부설대학원,중앙대학교 경영전문대학원,서울,사립,175 ,140 ,35 ,
대학부설대학원,중앙대학교 법학전문대학원,서울,사립,172 ,166 ,6 ,26 
대학부설대학원,중앙대학교 글로벌대학원,서울,사립,9 ,2 ,7 ,
대학부설대학원,중앙대학교 국악교육대학원,경기,사립,47 ,42 ,5 ,
대학부설대학원,중앙대학교 의학전문대학원,서울,사립,138 ,137 ,1 ,
대학부설대학원,중앙대학교 글로벌인적자원개발대학원,서울,사립,180 ,153 ,27 ,
대학부설대학원,중앙대학교 산업창업경영대학원,경기,사립,208 ,172 ,36 ,
대학부설대학원,중앙대학교 건강간호대학원,서울,사립,97 ,88 ,9 ,
대학부설대학원,중앙대학교 심리서비스대학원,서울,사립,28 ,28 ,,
대학부설대학원,중앙승가대학교대학원,경기,사립,79 ,69 ,10 ,
대학부설대학원,백석대학교 교육대학원,서울,사립,262 ,220 ,42 ,3 
대학부설대학원,백석대학교 기독신학대학원,서울,사립,,,,
대학부설대학원,백석대학교 목회대학원,서울,사립,,,,
대학부설대학원,백석대학교 사회복지대학원,서울,사립,,,,
대학부설대학원,백석대학교 신학대학원,서울,사립,1050 ,907 ,143 ,
대학부설대학원,백석대학교 상담대학원,서울,사립,501 ,436 ,65 ,
대학부설대학원,백석대학교 정보기술대학원,서울,사립,,,,
대학부설대학원,백석대학교 음악대학원,서울,사립,207 ,163 ,44 ,
대학부설대학원,백석대학교 보건복지대학원,서울,사립,183 ,161 ,22 ,
대학부설대학원,백석대학교 기독교전문대학원,서울,사립,469 ,374 ,95 ,31 
대학부설대학원,백석대학교 기독교예술대학원,서울,사립,,,,
대학부설대학원,백석대학교 문헌정보대학원,서울,사립,,,,
대학부설대학원,백석대학교 실천신학대학원,서울,사립,61 ,60 ,1 ,
대학부설대학원,청주대학교일반대학원,충북,사립,319 ,304 ,15 ,
대학부설대학원,청주대학교교육대학원,충북,사립,,,,
대학부설대학원,청주대학교산업경영대학원,충북,사립,24 ,22 ,2 ,
대학부설대학원,청주대학교 사회복지행정대학원,충북,사립,58 ,53 ,5 ,
대학부설대학원,청주대학교 보건의료대학원,충북,사립,22 ,22 ,,
대학부설대학원,총신대학교일반대학원,서울,사립,237 ,185 ,52 ,
대학부설대학원,총신대학교교육대학원,서울,사립,300 ,248 ,52 ,
대학부설대학원,총신대학교교회음악대학원,서울,사립,34 ,28 ,6 ,
대학부설대학원,총신대학교목회신학대학원,서울,사립,97 ,67 ,30 ,4 
대학부설대학원,총신대학교기독교사회복지대학원,서울,사립,70 ,56 ,14 ,
대학부설대학원,총신대학교선교대학원,서울,사립,117 ,96 ,21 ,
대학부설대학원,총신대학교신학대학원,경기,사립,1331 ,1193 ,138 ,
대학부설대학원,총신대학교상담대학원,서울,사립,102 ,79 ,23 ,
대학부설대학원,추계예술대학교 일반대학원,서울,사립,105 ,90 ,15 ,
대학부설대학원,추계예술대학교 교육대학원,서울,사립,37 ,26 ,11 ,1 
대학부설대학원,추계예술대학교 문화예술경영대학원,서울,사립,79 ,65 ,14 ,2 
대학부설대학원,침례신학대학교대학원,대전,사립,74 ,60 ,14 ,
대학부설대학원,침례신학대학교교회음악대학원,대전,사립,55 ,50 ,5 ,
대학부설대학원,침례신학대학교 선교대학원,대전,사립,21 ,15 ,6 ,
대학부설대학원,침례신학대학교신학대학원,대전,사립,544 ,484 ,60 ,
대학부설대학원,침례신학대학교목회신학대학원,대전,사립,145 ,128 ,17 ,9 
대학부설대학원,침례신학대학교 상담복지대학원,대전,사립,61 ,54 ,7 ,
대학부설대학원,칼빈대학교대학원,경기,사립,79 ,72 ,7 ,3 
대학부설대학원,칼빈신학대학원,경기,사립,158 ,145 ,13 ,3 
대학부설대학원,평택대학교 일반대학원,경기,사립,130 ,116 ,14 ,
대학부설대학원,평택대학교 교육대학원,경기,사립,,,,
대학부설대학원,평택대학교 사회복지대학원,경기,사립,66 ,55 ,11 ,
대학부설대학원,평택대학교 상담대학원,경기,사립,239 ,225 ,14 ,5 
대학부설대학원,평택대학교 물류·정보대학원,경기,사립,22 ,20 ,2 ,
대학부설대학원,평택대학교 피어선신학전문대학원,경기,사립,140 ,132 ,8 ,10 
대학부설대학원,평택대학교 물류·문화·정보대학원,경기,사립,26 ,26 ,,2 
대학부설대학원,차의과학대학교 대학원,경기,사립,334 ,253 ,81 ,24 
대학부설대학원,차의과학대학교 임상약학대학원,경기,사립,8 ,8 ,,
대학부설대학원,차의과학대학교 통합의학대학원,경기,사립,92 ,77 ,15 ,1 
대학부설대학원,차의과학대학교 보건복지대학원,경기,사립,45 ,29 ,16 ,21 
대학부설대학원,차의과학대학교 의학전문대학원,경기,사립,162 ,162 ,,262 
대학부설대학원,차의과학대학교 미술치료대학원,경기,사립,117 ,110 ,7 ,
대학부설대학원,포항공과대학교 대학원,경북,사립,1619 ,1600 ,19 ,36 
대학부설대학원,포항공과대학교 철강대학원,경북,사립,81 ,81 ,,9 
대학부설대학원,포항공과대학교 해양대학원,경북,사립,,,,
대학부설대학원,포항공과대학교 엔지니어링대학원,경북,사립,58 ,57 ,1 ,7 
대학부설대학원,한국기술교육대학교 대학원,충남,사립,289 ,268 ,21 ,
대학부설대학원,한국기술교육대학교 IT융합과학경영산업대학원,충남,사립,111 ,107 ,4 ,3 
대학부설대학원,한국기술교육대학교테크노인력개발전문대학원,충남,사립,123 ,115 ,8 ,11 
대학부설대학원,한국성서대학교대학원,서울,사립,20 ,16 ,4 ,
대학부설대학원,한국성서대학교사회복지대학원,서울,사립,26 ,20 ,6 ,
대학부설대학원,한국성서대학교신학대학원,서울,사립,115 ,102 ,13 ,
대학부설대학원,한국성서대학교보육대학원,서울,사립,44 ,43 ,1 ,
대학부설대학원,한국외국어대학교 일반대학원,서울,사립,1231 ,802 ,429 ,13 
대학부설대학원,한국외국어대학교 일반대학원,경기,사립,,,,
대학부설대학원,한국외국어대학교 경영대학원,서울,사립,527 ,287 ,240 ,
대학부설대학원,한국외국어대학교 교육대학원,서울,사립,661 ,461 ,200 ,26 
대학부설대학원,한국외국어대학교 국제지역대학원,서울,사립,425 ,279 ,146 ,24 
대학부설대학원,한국외국어대학교 TESOL 대학원,서울,사립,148 ,84 ,64 ,4 
대학부설대학원,한국외국어대학교 법학전문대학원,서울,사립,163 ,151 ,12 ,31 
대학부설대학원,한국외국어대학교 정치행정언론대학원,서울,사립,148 ,58 ,90 ,
대학부설대학원,한국외국어대학교 통번역대학원,서울,사립,418 ,341 ,77 ,28 
대학부설대학원,한국항공대학교대학원,경기,사립,364 ,335 ,29 ,
대학부설대학원,한국항공대학교 항공산업경영대학원,경기,사립,,,,
대학부설대학원,한국항공대학교 항공·경영대학원,경기,사립,211 ,166 ,45 ,
대학부설대학원,한남대학교대학원,대전,사립,654 ,583 ,71 ,1 
대학부설대학원,한남대학교 경영대학원,대전,사립,56 ,52 ,4 ,
대학부설대학원,한남대학교교육대학원,대전,사립,200 ,177 ,23 ,4 
대학부설대학원,한남대학교학제신학대학원,대전,사립,50 ,48 ,2 ,1 
대학부설대학원,한남대학교사회문화대학원,대전,사립,,,,
대학부설대학원,한남대학교 국방전략대학원,대전,사립,26 ,23 ,3 ,
대학부설대학원,한남대학교 행정복지대학원,대전,사립,,,,
대학부설대학원,한남대학교 사회문화·행정복지대학원,대전,사립,173 ,163 ,10 ,2 
대학부설대학원,한동대학교 일반대학원,경북,사립,71 ,67 ,4 ,2 
대학부설대학원,한동대학교 교육대학원,경북,사립,39 ,25 ,14 ,1 
대학부설대학원,한동대학교 국제경영대학원,경북,사립,1 ,1 ,,
대학부설대학원,한동대학교 통역번역대학원,경북,사립,30 ,23 ,7 ,
대학부설대학원,한동대학교상담대학원,경북,사립,80 ,74 ,6 ,
대학부설대학원,한동대학교 국제법률대학원,경북,사립,167 ,155 ,12 ,18 
대학부설대학원,한동대학교 국제개발협력대학원,경북,사립,32 ,27 ,5 ,
대학부설대학원,한라대학교정보산업대학원,강원,사립,44 ,33 ,11 ,
대학부설대학원,한림대학교대학원,강원,사립,546 ,486 ,60 ,
대학부설대학원,한림대학교경영대학원,강원,사립,9 ,7 ,2 ,
대학부설대학원,한림대학교국제학대학원,강원,사립,,,,
대학부설대학원,한림대학교 보건대학원,강원,사립,,,,
대학부설대학원,한림대학교사회복지대학원,강원,사립,115 ,98 ,17 ,1 
대학부설대학원,한림대학교 간호대학원,강원,사립,40 ,36 ,4 ,
대학부설대학원,한림대학교 임상치의학대학원,강원,사립,21 ,19 ,2 ,
대학부설대학원,한림대학교 보건과학대학원,강원,사립,119 ,111 ,8 ,
대학부설대학원,한서대학교대학원,충남,사립,298 ,281 ,17 ,2 
대학부설대학원,한서대학교교육대학원,충남,사립,44 ,39 ,5 ,
대학부설대학원,한서대학교예술대학원,충남,사립,,,,
대학부설대학원,한서대학교 정보산업대학원,충남,사립,4 ,3 ,1 ,
대학부설대학원,한서대학교건강증진대학원,충남,사립,58 ,52 ,6 ,2 
대학부설대학원,한서대학교 국제예술디자인대학원,충남,사립,85 ,76 ,9 ,2 
대학부설대학원,한서대학교 항공정보산업대학원,충남,사립,32 ,28 ,4 ,
대학부설대학원,한성대학교일반대학원,서울,사립,313 ,270 ,43 ,
대학부설대학원,한성대학교경영대학원,서울,사립,88 ,87 ,1 ,1 
대학부설대학원,한성대학교교육대학원,서울,사립,81 ,78 ,3 ,1 
대학부설대학원,한성대학교국제대학원,서울,사립,,,,
대학부설대학원,한성대학교예술대학원,서울,사립,50 ,47 ,3 ,1 
대학부설대학원,한성대학교행정대학원,서울,사립,86 ,83 ,3 ,1 
대학부설대학원,한성대학교부동산대학원,서울,사립,39 ,32 ,7 ,
대학부설대학원,한성대학교 지식서비스&컨설팅대학원,서울,사립,110 ,103 ,7 ,4 
대학부설대학원,한성대학교 국방과학대학원,서울,사립,111 ,106 ,5 ,
대학부설대학원,한세대학교 대학원,경기,사립,353 ,315 ,38 ,7 
대학부설대학원,한세대학교 경영대학원,경기,사립,,,,
대학부설대학원,한세대학교 교육대학원,경기,사립,,,,
대학부설대학원,한세대학교 사회복지대학원,경기,사립,39 ,38 ,1 ,
대학부설대학원,한세대학교 심리상담대학원,경기,사립,120 ,119 ,1 ,
대학부설대학원,한세대학교 상담대학원,경기,사립,,,,
대학부설대학원,한세대학교 경찰법무대학원,경기,사립,,,,
대학부설대학원,한세대학교 피아노페다고지대학원,경기,사립,30 ,26 ,4 ,1 
대학부설대학원,한세대학교목회대학원,경기,사립,,,,
대학부설대학원,한세대학교 치료상담대학원,경기,사립,3 ,,3 ,
대학부설대학원,한세대학교 영산신학대학원,경기,사립,389 ,340 ,49 ,
대학부설대학원,한세대학교 친환경디자인대학원,경기,사립,1 ,1 ,,
대학부설대학원,한세대학교 경찰법무·경영대학원,경기,사립,44 ,43 ,1 ,
대학부설대학원,한세대학교 스포츠경영대학원,경기,사립,15 ,15 ,,3 
대학부설대학원,한신대학교대학원,경기,사립,197 ,163 ,34 ,
대학부설대학원,한신대학교교육대학원,경기,사립,80 ,69 ,11 ,
대학부설대학원,한신대학교문예창작대학원,경기,사립,1 ,1 ,,
대학부설대학원,한신대학교신학대학원,서울,사립,187 ,155 ,32 ,
대학부설대학원,한신대학교신학전문대학원,서울,사립,,,,
대학부설대학원,한신대학교사회복지실천대학원,경기,사립,1 ,1 ,,
대학부설대학원,한신대학교 국제평화인권대학원,경기,사립,,,,
대학부설대학원,한신대학교 스포츠재활과학대학원,경기,사립,1 ,,1 ,
대학부설대학원,한신대학교 정신분석대학원,경기,사립,71 ,64 ,7 ,1 
대학부설대학원,한신대학교 사회혁신경영대학원,서울,사립,20 ,18 ,2 ,
대학부설대학원,한신대학교 발전학대학원,경기,사립,,,,
대학부설대학원,한양대학교 대학원,경기,사립,1178 ,1077 ,101 ,
대학부설대학원,한양대학교대학원,서울,사립,4469 ,3967 ,502 ,
대학부설대학원,한양대학교경영대학원,서울,사립,,,,
대학부설대학원,한양대학교 공공정책대학원,서울,사립,280 ,247 ,33 ,2 
대학부설대학원,한양대학교교육대학원,서울,사립,474 ,400 ,74 ,3 
대학부설대학원,한양대학교국제학대학원,서울,사립,117 ,96 ,21 ,9 
대학부설대학원,한양대학교 기업경영대학원,경기,사립,111 ,90 ,21 ,
대학부설대학원,한양대학교도시대학원,서울,사립,98 ,91 ,7 ,8 
대학부설대학원,한양대학교언론정보대학원,서울,사립,150 ,127 ,23 ,
대학부설대학원,한양대학교국제관광대학원,서울,사립,156 ,124 ,32 ,
대학부설대학원,한양대학교 예술디자인대학원,경기,사립,112 ,87 ,25 ,
대학부설대학원,한양대학교 문화산업대학원,경기,사립,54 ,36 ,18 ,
대학부설대학원,한양대학교 경영전문대학원,서울,사립,456 ,405 ,51 ,1 
대학부설대학원,한양대학교공학대학원,서울,사립,732 ,622 ,110 ,
대학부설대학원,한양대학교 법학전문대학원,서울,사립,341 ,327 ,14 ,46 
대학부설대학원,한양대학교 의학전문대학원,서울,사립,169 ,168 ,1 ,
대학부설대학원,한양대학교 임상간호정보대학원,서울,사립,167 ,156 ,11 ,
대학부설대학원,한양대학교 기술경영전문대학원,서울,사립,111 ,99 ,12 ,9 
대학부설대학원,한양대학교 의생명공학전문대학원,서울,사립,82 ,77 ,5 ,9 
대학부설대학원,한양대학교 이노베이션대학원,경기,사립,,,,
대학부설대학원,한양대학교 부동산융합대학원,서울,사립,174 ,150 ,24 ,
대학부설대학원,한양대학교 공학기술대학원,경기,사립,61 ,48 ,13 ,
대학부설대학원,한영신학대학교일반대학원,서울,사립,164 ,118 ,46 ,
대학부설대학원,한영신학대학교사회복지대학원,서울,사립,,,,
대학부설대학원,한영신학대학교신학대학원,서울,사립,110 ,76 ,34 ,
대학부설대학원,한영신학대학교통역대학원,서울,사립,27 ,9 ,18 ,
대학부설대학원,한영신학대학교기독상담대학원,서울,사립,,,,
대학부설대학원,한영신학대학교부흥신학대학원,서울,사립,,,,
대학부설대학원,한영신학대학교상담복지대학원,서울,사립,137 ,107 ,30 ,
대학부설대학원,한일장신대학교 일반대학원,전북,사립,124 ,100 ,24 ,
대학부설대학원,한일장신대학교기독교사회복지대학원,전북,사립,54 ,41 ,13 ,
대학부설대학원,한일장신대학교신학대학원,전북,사립,156 ,144 ,12 ,
대학부설대학원,한일장신대학교아태국제신학대학원,전북,사립,13 ,11 ,2 ,
대학부설대학원,한일장신대학교NGO정책대학원,전북,사립,8 ,8 ,,
대학부설대학원,한일장신대학교 심리치료대학원,전북,사립,40 ,36 ,4 ,
대학부설대학원,협성대학교일반대학원,경기,사립,180 ,164 ,16 ,
대학부설대학원,협성대학교 경영대학원,경기,사립,,,,
대학부설대학원,협성대학교교육대학원,경기,사립,56 ,51 ,5 ,1 
대학부설대학원,협성대학교사회복지대학원,경기,사립,51 ,48 ,3 ,
대학부설대학원,협성대학교신학대학원,경기,사립,221 ,200 ,21 ,
대학부설대학원,협성대학교 예술대학원,경기,사립,28 ,23 ,5 ,
대학부설대학원,협성대학교 행정대학원,경기,사립,,,,
대학부설대학원,호남대학교 일반대학원,광주,사립,353 ,311 ,42 ,
대학부설대학원,호남대학교 교육대학원,광주,사립,89 ,82 ,7 ,1 
대학부설대학원,호남대학교 산업경영대학원,광주,사립,109 ,98 ,11 ,
대학부설대학원,호남대학교 복지행정대학원,광주,사립,164 ,155 ,9 ,
대학부설대학원,호남신학대학교대학원,광주,사립,96 ,49 ,47 ,
대학부설대학원,호남신학대학교교회음악대학원,광주,사립,46 ,20 ,26 ,
대학부설대학원,호남신학대학교신학대학원,광주,사립,382 ,322 ,60 ,
대학부설대학원,호남신학대학교기독교상담대학원,광주,사립,66 ,47 ,19 ,
대학부설대학원,호서대학교 대학원,충남,사립,546 ,516 ,30 ,4 
대학부설대학원,호서대학교 경영대학원,충남,사립,74 ,71 ,3 ,
대학부설대학원,호서대학교 교육대학원,충남,사립,56 ,55 ,1 ,
대학부설대학원,호서대학교 행정대학원,충남,사립,,,,
대학부설대학원,호서대학교 벤처전문대학원,서울,사립,,,,
대학부설대학원,호서대학교 스포츠과학대학원,충남,사립,50 ,37 ,13 ,
대학부설대학원,호서대학교 연합신학전문대학원,충남,사립,137 ,130 ,7 ,9 
대학부설대학원,호서대학교 글로벌창업대학원,서울,사립,69 ,58 ,11 ,3 
대학부설대학원,호서대학교 문화복지상담대학원,충남,사립,158 ,148 ,10 ,
대학부설대학원,호서대학교 벤처대학원,서울,사립,264 ,235 ,29 ,22 
대학부설대학원,홍익대학교 대학원,서울,사립,1981 ,1614 ,367 ,5 
대학부설대학원,홍익대학교 건축도시대학원,서울,사립,262 ,199 ,63 ,6 
대학부설대학원,홍익대학교 경영대학원,서울,사립,294 ,221 ,73 ,4 
대학부설대학원,홍익대학교 광고홍보대학원,서울,사립,222 ,157 ,65 ,3 
대학부설대학원,홍익대학교 교육경영관리대학원,서울,사립,,,,
대학부설대학원,홍익대학교 교육대학원,서울,사립,155 ,107 ,48 ,5 
대학부설대학원,홍익대학교 미술대학원,서울,사립,445 ,350 ,95 ,16 
대학부설대학원,홍익대학교 세종캠퍼스 산업대학원,충남,사립,,,,
대학부설대학원,홍익대학교 산업미술대학원,서울,사립,,,,
대학부설대학원,홍익대학교 세무대학원,서울,사립,,,,
대학부설대학원,홍익대학교 정보대학원,서울,사립,,,,
대학부설대학원,홍익대학교 공연예술대학원,서울,사립,169 ,122 ,47 ,4 
대학부설대학원,홍익대학교 영상대학원,서울,사립,259 ,182 ,77 ,4 
대학부설대학원,홍익대학교 국제디자인전문대학원,서울,사립,216 ,171 ,45 ,15 
대학부설대학원,홍익대학교 스마트도시 과학경영대학원,충남,사립,43 ,31 ,12 ,3 
대학부설대학원,홍익대학교 디자인콘텐츠대학원,서울,사립,627 ,492 ,135 ,15 
대학부설대학원,홍익대학교 세종캠퍼스 문화정보정책대학원,세종,사립,90 ,70 ,20 ,2 
대학부설대학원,꽃동네대학교 사회복지대학원,충북,사립,100 ,77 ,23 ,
대학부설대학원,남부대학교 일반대학원,광주,사립,127 ,92 ,35 ,
대학부설대학원,남부대학교 교육대학원,광주,사립,167 ,158 ,9 ,5 
대학부설대학원,남부대학교 보건대학원,광주,사립,,,,
대학부설대학원,남부대학교 사회복지대학원,광주,사립,,,,
대학부설대학원,남부대학교 산업정책대학원,광주,사립,,,,
대학부설대학원,남부대학교 음악대학원,광주,사립,,,,
대학부설대학원,남부대학교 보건복지대학원,광주,사립,,,,
대학부설대학원,남부대학교 보건경영대학원,광주,사립,133 ,127 ,6 ,2 
대학부설대학원,예원예술대학교 문화예술대학원,전북,사립,35 ,35 ,,2 
대학부설대학원,예원예술대학교 문화예술대학원,경기,사립,25 ,22 ,3 ,
대학부설대학원,예원예술대학교 사회복지대학원,전북,사립,42 ,40 ,2 ,3 
대학부설대학원,예원예술대학교 문화ㆍ영상창업대학원,전북,사립,32 ,27 ,5 ,
대학부설대학원,한중대학교 일반대학원,강원,사립,25 ,21 ,4 ,
대학부설대학원,한중대학교 경영행정대학원,강원,사립,80 ,75 ,5 ,1 
대학부설대학원,한중대학교 교육대학원,강원,사립,,,,
대학부설대학원,한중대학교 산업대학원,강원,사립,,,,
대학부설대학원,부산장신대학교일반대학원,경남,사립,15 ,12 ,3 ,
대학부설대학원,부산장신대학교목회대학원,경남,사립,,,,
대학부설대학원,부산장신대학교신학대학원,경남,사립,209 ,198 ,11 ,
대학부설대학원,부산장신대학교 성경주해대학원,경남,사립,10 ,10 ,,
대학부설대학원,부산장신대학교 상담및심리치료대학원,경남,사립,17 ,16 ,1 ,
대학부설대학원,금강대학교 일반대학원,충남,사립,27 ,24 ,3 ,
대학부설대학원,예수대학교 일반대학원,전북,사립,8 ,8 ,,
대학부설대학원,한국국제대학교 일반대학원,경남,사립,,,,
대학부설대학원,한국국제대학교 산업대학원,경남,사립,2 ,2 ,,
대학부설대학원,한국국제대학교 보건복지대학원,경남,사립,1 ,1 ,,
대학부설대학원,한국국제대학교 경영행정관광대학원,경남,사립,,,,
대학부설대학원,한북대학교 보건대학원,경기,사립,,,,
대학부설대학원,한북대학교 지식복지대학원,경기,사립,,,,
대학부설대학원,한북대학교 생활문화대학원,경기,사립,,,,
대학부설대학원,광주대학교 일반대학원,광주,사립,385 ,307 ,78 ,
대학부설대학원,광주대학교산업대학원,광주,사립,,,,
대학부설대학원,광주대학교언론홍보대학원,광주,사립,7 ,3 ,4 ,
대학부설대학원,광주대학교사회복지전문대학원,광주,사립,95 ,80 ,15 ,7 
대학부설대학원,광주대학교 보건상담정책대학원,광주,사립,105 ,98 ,7 ,
대학부설대학원,동명대학교 일반대학원,부산,사립,205 ,189 ,16 ,
대학부설대학원,동명대학교 복지산업대학원,부산,사립,94 ,91 ,3 ,
대학부설대학원,영산대학교 일반대학원,경남,사립,5 ,5 ,,
대학부설대학원,영산대학교 일반대학원,부산,사립,73 ,63 ,10 ,
대학부설대학원,영산대학교 경영대학원,경남,사립,,,,
대학부설대학원,영산대학교 관광대학원,부산,사립,49 ,40 ,9 ,
대학부설대학원,영산대학교 법무대학원,경남,사립,,,,
대학부설대학원,영산대학교 동양학대학원,부산,사립,,,,
대학부설대학원,영산대학교 부동산대학원,부산,사립,61 ,56 ,5 ,
대학부설대학원,영산대학교 미용예술대학원,부산,사립,61 ,56 ,5 ,
대학부설대학원,영산대학교 공과대학원,경남,사립,12 ,10 ,2 ,
대학부설대학원,영산대학교 법무·경영대학원,부산,사립,85 ,75 ,10 ,
대학부설대학원,영산대학교 원자력경영대학원,부산,사립,,,,
대학부설대학원,대전신학대학교 일반대학원,대전,사립,14 ,10 ,4 ,
대학부설대학원,대전신학대학교 신학대학원,대전,사립,91 ,89 ,2 ,
대학부설대학원,중원대학교 일반대학원,충북,사립,59 ,56 ,3 ,
대학부설대학원,중원대학교 문화예술대학원,충북,사립,8 ,8 ,,
대학부설대학원,중원대학교 사회과학대학원,충북,사립,25 ,25 ,,
대학부설대학원,중원대학교 평생학습대학원,충북,사립,15 ,14 ,1 ,
대학부설대학원,우송대학교 일반대학원,대전,사립,131 ,127 ,4 ,
대학부설대학원,우송대학교 경영대학원,대전,사립,44 ,43 ,1 ,
